method,dino_diversity,clip_image_diversity,clip_alignment_cosine,clipscore,hpsv2,prompt_run_seconds,rho_mean_active_window,rho_variance_active_window,rho_boundary_rate_active_window,unet_calls
A_star,0.21938801872719874,0.0815268774634744,0.30639011681079864,0.7659752929210663,0.2553216552734375,7.23550310254097,0.55,0.0,0.0,50.0
B_feedback,0.22030262982104606,0.08171224505599456,0.3059263753890991,0.7648159468173981,0.25499969482421875,7.3188228544592855,0.759990136663119,0.015452466694808329,0.12,50.0
