method,dino_diversity,clip_image_diversity,clip_alignment_cosine,clipscore,hpsv2,prompt_run_seconds,rho_mean_active_window,rho_variance_active_window,rho_boundary_rate_active_window,unet_calls
A_star,0.21938801872719874,0.0815268774634744,0.30639011681079864,0.7659752929210663,0.2553216552734375,7.23550310254097,0.55,0.0,0.0,50.0
B_feedback,0.2208576811838542,0.0818772005409902,0.30606554329395297,0.7651638555526733,0.254984130859375,7.254437704086303,0.7252495628794035,0.01184277369388415,0.08666666666666666,50.0
