method,dino_diversity,clip_image_diversity,clip_alignment_cosine,clipscore,hpsv2,prompt_run_seconds,rho_mean_active_window,rho_variance_active_window,rho_boundary_rate_active_window,unet_calls
A_star,0.21938801872719874,0.0815268774634744,0.30639011681079864,0.7659752929210663,0.2553216552734375,7.23550310254097,0.55,0.0,0.0,50.0
B_feedback,0.22078353792819286,0.08213932484726298,0.30629811763763426,0.7657452917098999,0.2548968505859375,7.312884054780007,0.6856164660652478,0.008484478999619814,0.06466666666666666,50.0
